# x(m), q(W/m2)
2.365899999999999892e+00,1.776010000000000000e+05
2.366280000000000161e+00,1.818780000000000000e+05
2.366659999999999986e+00,1.862140000000000000e+05
2.367039999999999811e+00,1.906110000000000000e+05
2.367410000000000014e+00,1.950710000000000000e+05
2.367789999999999839e+00,1.995900000000000000e+05
2.368170000000000108e+00,2.041770000000000000e+05
2.368549999999999933e+00,2.088210000000000000e+05
2.368920000000000137e+00,2.135430000000000000e+05
2.369299999999999962e+00,2.183280000000000000e+05
2.369679999999999787e+00,2.231840000000000000e+05
2.370060000000000056e+00,2.281240000000000000e+05
2.370439999999999880e+00,2.331090000000000000e+05
2.370810000000000084e+00,2.381900000000000000e+05
2.371189999999999909e+00,2.433590000000000000e+05
2.371570000000000178e+00,2.485590000000000000e+05
2.371950000000000003e+00,2.538600000000000000e+05
2.372320000000000206e+00,2.592590000000000000e+05
2.372700000000000031e+00,2.646860000000000000e+05
2.373079999999999856e+00,2.701980000000000000e+05
2.373460000000000125e+00,2.758200000000000000e+05
2.373839999999999950e+00,2.814960000000000000e+05
2.374210000000000154e+00,2.872040000000000000e+05
2.374589999999999979e+00,2.930190000000000000e+05
2.374969999999999803e+00,2.989350000000000000e+05
2.375350000000000072e+00,3.048740000000000000e+05
2.375729999999999897e+00,3.108380000000000000e+05
2.376100000000000101e+00,3.168890000000000000e+05
2.376479999999999926e+00,3.230380000000000000e+05
2.376860000000000195e+00,3.292180000000000000e+05
2.377240000000000020e+00,3.354200000000000000e+05
2.377609999999999779e+00,3.416370000000000000e+05
2.377990000000000048e+00,3.479170000000000000e+05
2.378369999999999873e+00,3.542760000000000000e+05
2.378750000000000142e+00,3.606550000000000000e+05
2.379129999999999967e+00,3.670340000000000000e+05
2.379500000000000171e+00,3.734090000000000000e+05
2.379500000000000171e+00,3.734090000000000000e+05
2.379879999999999995e+00,3.797770000000000000e+05
2.380259999999999820e+00,3.861280000000000000e+05
2.380640000000000089e+00,3.924970000000000000e+05
2.381019999999999914e+00,3.988920000000000000e+05
2.381390000000000118e+00,4.052670000000000000e+05
2.381769999999999943e+00,4.116020000000000000e+05
2.382150000000000212e+00,4.178940000000000000e+05
2.382530000000000037e+00,4.241400000000000000e+05
2.382899999999999796e+00,4.303400000000000000e+05
2.383280000000000065e+00,4.364880000000000000e+05
2.383659999999999890e+00,4.425800000000000000e+05
2.384040000000000159e+00,4.486110000000000000e+05
2.384419999999999984e+00,4.545800000000000000e+05
2.384790000000000187e+00,4.604830000000000000e+05
