x(mm),P (Pa)
419.911,15393.1
420.755,15393
421.597,15392.9
422.44,15392.9
423.282,15392.8
424.123,15392.7
424.965,15392.7
425.806,15392.6
426.646,15392.6
427.487,15392.5
428.327,15392.4
429.166,15392.4
430.006,15392.3
430.845,15392.3
431.683,15392.2
432.522,15392.1
433.36,15392.1
434.197,15392
435.035,15392
435.872,15391.9
436.708,15391.8
437.545,15391.8
438.381,15391.7
439.216,15391.6
440.052,15391.6
440.886,15391.5
441.721,15391.5
442.555,15391.4
443.389,15391.3
444.223,15391.3
445.056,15391.2
445.889,15391.2
446.722,15391.1
447.554,15391
448.386,15391
449.218,15390.9
450.049,15390.9
450.88,15390.8
451.711,15390.8
452.541,15390.7
453.371,15390.7
454.2,15390.6
455.03,15390.6
455.859,15390.5
456.687,15390.4
457.516,15390.4
458.344,15390.3
459.171,15390.2
459.998,15390.2
460.825,15390.1
461.652,15390
462.478,15390
463.304,15389.9
464.13,15389.9
464.955,15389.8
465.78,15389.8
466.605,15389.7
467.429,15389.7
468.253,15389.6
469.077,15389.6
469.9,15389.5
470.723,15389.5
471.546,15389.4
472.368,15389.4
473.19,15389.3
474.012,15389.3
474.833,15389.2
475.654,15389.2
476.475,15389.1
477.295,15389.1
478.115,15389
478.935,15389
479.754,15388.9
480.573,15388.8
481.392,15388.8
482.21,15388.7
483.028,15388.7
483.846,15388.6
484.664,15388.6
485.481,15388.5
486.297,15388.4
487.114,15388.4
487.93,15388.3
488.746,15388.3
489.561,15388.2
490.376,15388.2
491.191,15388.2
492.005,15388.1
492.819,15388.1
493.633,15388
494.447,15388
495.26,15387.9
496.073,15387.9
496.885,15387.8
497.697,15387.8
498.509,15387.8
499.321,15387.7
500.132,15387.6
500.943,15387.6
501.753,15387.5
502.563,15387.5
503.373,15387.4
504.183,15387.4
504.992,15387.3
505.801,15387.3
506.61,15387.2
507.418,15387.2
508.226,15387.1
509.033,15387.1
509.841,15387
510.648,15387
511.454,15386.9
512.261,15386.9
513.067,15386.8
513.872,15386.8
514.678,15386.7
515.483,15386.7
516.287,15386.6
517.092,15386.6
517.896,15386.5
518.7,15386.5
519.503,15386.4
520.306,15386.4
521.109,15386.4
521.911,15386.3
522.713,15386.3
523.515,15386.2
524.317,15386.2
525.118,15386.1
525.919,15386.1
526.719,15386
527.519,15386
528.319,15385.9
529.119,15385.9
529.918,15385.9
530.717,15385.8
531.515,15385.8
532.314,15385.7
533.112,15385.7
533.909,15385.6
534.707,15385.6
535.504,15385.5
536.3,15385.5
537.097,15385.4
537.893,15385.4
538.688,15385.3
539.484,15385.3
540.279,15385.3
541.073,15385.2
541.868,15385.2
542.662,15385.1
543.456,15385.1
544.249,15385
545.043,15385
545.835,15384.9
546.628,15384.9
547.42,15384.9
548.212,15384.8
549.004,15384.8
549.795,15384.7
550.586,15384.7
550.586,15384.7
551.376,15384.6
552.167,15384.6
552.957,15384.6
553.746,15384.5
554.536,15384.5
555.325,15384.4
556.113,15384.4
556.902,15384.3
557.69,15384.3
558.478,15384.2
559.265,15384.2
560.052,15384.2
560.839,15384.1
561.625,15384.1
562.412,15384
563.198,15384
563.983,15384
564.768,15383.9
565.553,15383.9
566.338,15383.8
567.122,15383.8
567.906,15383.8
568.69,15383.7
569.473,15383.7
570.256,15383.6
571.039,15383.6
571.821,15383.6
572.603,15383.5
573.385,15383.5
574.167,15383.4
574.948,15383.4
575.729,15383.3
576.509,15383.3
577.289,15383.3
578.069,15383.2
578.849,15383.2
579.628,15383.2
580.407,15383.1
581.186,15383.1
581.964,15383
582.742,15383
583.52,15382.9
584.297,15382.9
585.074,15382.9
585.851,15382.8
586.628,15382.8
587.404,15382.7
588.18,15382.7
588.955,15382.7
589.73,15382.6
590.505,15382.6
591.28,15382.5
592.054,15382.5
592.828,15382.5
593.602,15382.4
594.375,15382.4
595.148,15382.4
595.921,15382.3
596.693,15382.3
597.465,15382.2
598.237,15382.2
599.009,15382.2
599.78,15382.1
600.551,15382.1
601.321,15382.1
602.092,15382
602.862,15382
603.631,15381.9
604.401,15381.9
605.17,15381.9
605.938,15381.8
606.707,15381.8
607.475,15381.7
608.243,15381.7
609.01,15381.7
609.777,15381.6
610.544,15381.6
611.311,15381.6
612.077,15381.5
612.843,15381.5
613.608,15381.5
614.374,15381.4
615.139,15381.4
615.904,15381.4
616.668,15381.3
617.432,15381.3
618.196,15381.3
618.959,15381.2
619.723,15381.2
620.485,15381.2
621.248,15381.1
622.01,15381.1
622.772,15381
623.534,15381
624.295,15381
625.056,15380.9
625.817,15380.9
626.577,15380.9
627.338,15380.8
628.097,15380.8
628.857,15380.8
629.616,15380.7
630.375,15380.7
631.134,15380.6
631.892,15380.6
632.65,15380.5
633.408,15380.5
634.165,15380.5
634.922,15380.4
635.679,15380.4
636.435,15380.4
637.191,15380.4
637.947,15380.3
638.703,15380.3
639.458,15380.2
640.213,15380.2
640.968,15380.2
641.722,15380.1
642.476,15380.1
643.23,15380.1
643.983,15380
644.736,15380
645.489,15380
646.242,15379.9
646.994,15379.9
647.746,15379.9
648.498,15379.8
649.249,15379.8
650,15379.8
650.751,15379.7
651.501,15379.7
652.251,15379.7
653.001,15379.6
653.751,15379.6
654.5,15379.6
655.249,15379.5
655.997,15379.5
656.746,15379.5
657.494,15379.4
658.241,15379.4
658.989,15379.4
659.736,15379.3
660.483,15379.3
661.229,15379.3
661.976,15379.2
662.721,15379.2
663.467,15379.2
664.212,15379.1
664.957,15379.1
665.702,15379.1
666.447,15379
667.191,15379
667.935,15379
668.678,15378.9
669.421,15378.9
670.164,15378.9
670.907,15378.9
671.649,15378.8
672.391,15378.8
673.133,15378.8
673.874,15378.7
674.616,15378.7
675.356,15378.7
676.097,15378.6
676.837,15378.6
677.577,15378.6
678.317,15378.5
679.056,15378.5
679.795,15378.5
680.534,15378.4
681.273,15378.4
682.011,15378.4
682.749,15378.4
683.486,15378.3
684.223,15378.3
684.96,15378.3
685.697,15378.2
686.434,15378.2
687.17,15378.1
687.906,15378.1
688.641,15378.1
689.376,15378
690.111,15378
690.846,15378
691.58,15378
692.314,15377.9
693.048,15377.9
693.781,15377.9
694.515,15377.8
695.247,15377.8
695.98,15377.8
696.712,15377.7
697.444,15377.7
698.176,15377.7
698.907,15377.6
699.638,15377.6
700.369,15377.6
701.1,15377.6
701.83,15377.6
702.56,15377.5
703.29,15377.5
704.019,15377.5
704.748,15377.4
705.477,15377.4
706.205,15377.4
706.933,15377.3
707.661,15377.3
708.389,15377.3
709.116,15377.2
709.843,15377.2
710.57,15377.2
711.296,15377.2
712.022,15377.2
712.748,15377.1
713.474,15377.1
714.199,15377.1
714.924,15377
715.649,15377
716.373,15377
717.097,15376.9
717.821,15376.9
718.545,15376.9
719.268,15376.8
719.991,15376.8
720.713,15376.8
721.436,15376.8
722.158,15376.7
722.88,15376.7
723.601,15376.7
724.322,15376.7
725.043,15376.6
725.764,15376.6
726.484,15376.6
727.204,15376.5
727.924,15376.5
728.643,15376.5
729.362,15376.4
730.081,15376.4
730.8,15376.4
731.518,15376.4
732.236,15376.3
732.954,15376.3
733.671,15376.3
734.389,15376.3
735.106,15376.2
735.822,15376.2
736.538,15376.2
737.254,15376.1
737.97,15376.1
738.686,15376.1
739.401,15376
740.116,15376
740.83,15376
741.544,15376
742.258,15375.9
742.972,15375.9
743.685,15375.9
744.399,15375.9
745.112,15375.9
745.824,15375.8
746.536,15375.8
747.248,15375.8
747.96,15375.7
748.671,15375.7
749.383,15375.7
750.093,15375.6
750.804,15375.6
751.514,15375.6
752.224,15375.6
752.934,15375.5
753.643,15375.5
754.353,15375.5
755.061,15375.5
755.77,15375.4
756.478,15375.4
757.186,15375.4
757.894,15375.4
758.601,15375.3
759.309,15375.3
760.015,15375.3
760.722,15375.2
761.428,15375.2
762.134,15375.2
762.84,15375.2
763.546,15375.2
764.251,15375.1
764.956,15375.1
765.66,15375.1
766.365,15375.1
767.069,15375
767.772,15375
768.476,15375
769.179,15374.9
769.882,15374.9
770.585,15374.9
771.287,15374.9
771.989,15374.8
772.691,15374.8
773.392,15374.8
774.093,15374.8
774.794,15374.7
775.495,15374.7
776.195,15374.7
776.896,15374.7
777.595,15374.6
778.295,15374.6
778.994,15374.6
779.693,15374.6
780.392,15374.5
781.09,15374.5
781.788,15374.5
782.486,15374.4
783.184,15374.4
783.881,15374.4
784.578,15374.4
785.275,15374.4
785.971,15374.3
786.667,15374.3
787.363,15374.3
788.059,15374.3
788.754,15374.3
789.449,15374.2
790.144,15374.2
790.839,15374.2
791.533,15374.1
792.227,15374.1
792.92,15374.1
793.614,15374
794.307,15374
795,15374
795.692,15374
796.384,15374
797.076,15373.9
797.768,15373.9
798.46,15373.9
799.151,15373.9
799.842,15373.9
800.532,15373.8
801.223,15373.8
801.913,15373.8
802.602,15373.7
803.292,15373.7
803.981,15373.7
804.67,15373.7
805.359,15373.6
806.047,15373.6
806.735,15373.6
807.423,15373.6
808.111,15373.5
808.798,15373.5
809.485,15373.5
810.172,15373.5
810.858,15373.5
811.544,15373.5
812.23,15373.4
812.916,15373.4
813.601,15373.4
814.286,15373.4
814.971,15373.3
815.656,15373.3
816.34,15373.3
817.024,15373.2
817.708,15373.2
818.391,15373.2
819.074,15373.2
819.757,15373.2
820.44,15373.1
821.122,15373.1
821.804,15373.1
822.486,15373.1
823.167,15373.1
823.849,15373
824.53,15373
825.21,15373
825.891,15373
826.571,15372.9
827.251,15372.9
827.93,15372.9
828.61,15372.8
829.289,15372.8
829.968,15372.8
830.646,15372.8
831.324,15372.8
832.002,15372.7
832.68,15372.7
833.357,15372.7
834.035,15372.7
834.712,15372.7
835.388,15372.7
836.065,15372.6
836.741,15372.6
837.416,15372.6
838.092,15372.6
838.767,15372.5
839.442,15372.5
840.117,15372.5
840.791,15372.4
841.466,15372.4
842.139,15372.4
842.813,15372.4
843.486,15372.4
844.16,15372.3
844.832,15372.3
845.505,15372.3
846.177,15372.3
846.849,15372.3
847.521,15372.3
848.192,15372.2
848.864,15372.2
849.535,15372.2
850.205,15372.2
850.876,15372.1
851.546,15372.1
852.216,15372.1
852.885,15372.1
853.555,15372
854.224,15372
854.892,15372
855.561,15372
856.229,15371.9
856.897,15371.9
857.565,15371.9
858.232,15371.9
858.899,15371.9
859.566,15371.9
860.23,15371.8
860.9,15371.8
861.57,15371.8
862.23,15371.8
862.9,15371.8
863.56,15371.7
864.23,15371.7
864.89,15371.7
865.56,15371.6
866.22,15371.6
866.88,15371.6
867.55,15371.6
868.21,15371.6
868.88,15371.5
869.54,15371.5
870.2,15371.5
870.86,15371.5
871.53,15371.5
872.19,15371.5
872.85,15371.4
873.51,15371.4
874.17,15371.4
874.83,15371.4
875.49,15371.4
876.15,15371.3
876.81,15371.3
877.47,15371.3
878.13,15371.3
878.79,15371.2
879.45,15371.2
880.11,15371.2
880.77,15371.2
881.42,15371.1
882.08,15371.1
882.74,15371.1
883.4,15371.1
884.05,15371.1
884.71,15371.1
885.37,15371.1
886.02,15371
886.68,15371
887.34,15371
887.99,15371
888.65,15371
889.3,15370.9
889.96,15370.9
890.61,15370.9
891.27,15370.9
891.92,15370.8
892.57,15370.8
893.23,15370.8
893.88,15370.8
894.53,15370.7
895.18,15370.7
895.84,15370.7
896.49,15370.7
897.14,15370.7
897.79,15370.7
898.44,15370.6
899.1,15370.6
899.75,15370.6
900.4,15370.6
901.05,15370.6
901.7,15370.6
902.35,15370.5
903,15370.5
903.65,15370.5
904.29,15370.5
904.94,15370.4
905.59,15370.4
906.24,15370.4
906.89,15370.4
907.53,15370.3
908.18,15370.3
908.83,15370.3
909.48,15370.3
910.12,15370.3
910.77,15370.3
911.42,15370.2
912.06,15370.2
912.71,15370.2
913.35,15370.2
914,15370.2
914.64,15370.2
915.29,15370.2
915.93,15370.1
916.57,15370.1
917.22,15370.1
917.86,15370.1
918.51,15370
919.15,15370
919.79,15370
920.43,15370
921.08,15369.9
921.72,15369.9
922.36,15369.9
923,15369.9
923.64,15369.9
924.28,15369.9
924.92,15369.8
925.56,15369.8
926.2,15369.8
926.84,15369.8
927.48,15369.8
928.12,15369.8
928.76,15369.8
929.4,15369.7
930.04,15369.7
930.68,15369.7
931.32,15369.7
931.95,15369.6
932.59,15369.6
933.23,15369.6
933.87,15369.6
934.5,15369.6
935.14,15369.5
935.78,15369.5
936.41,15369.5
937.05,15369.5
937.68,15369.5
938.32,15369.5
938.95,15369.4
939.59,15369.4
940.22,15369.4
940.86,15369.4
941.49,15369.4
942.13,15369.4
942.76,15369.4
943.39,15369.3
944.03,15369.3
944.66,15369.3
945.29,15369.3
945.92,15369.2
946.55,15369.2
947.19,15369.2
947.82,15369.2
948.45,15369.2
949.08,15369.1
949.71,15369.1
950.34,15369.1
950.97,15369.1
951.6,15369.1
952.23,15369
952.86,15369
953.49,15369
954.12,15369
954.75,15369
955.38,15369
956,15369
956.63,15369
957.26,15368.9
957.89,15368.9
958.51,15368.9
959.14,15368.9
959.77,15368.9
960.39,15368.8
961.02,15368.8
961.65,15368.8
962.27,15368.8
962.9,15368.7
963.52,15368.7
964.15,15368.7
964.77,15368.7
965.4,15368.7
966.02,15368.7
966.64,15368.6
967.27,15368.6
967.89,15368.6
968.52,15368.6
969.14,15368.6
969.76,15368.6
970.38,15368.6
971.01,15368.6
971.63,15368.5
972.25,15368.5
972.87,15368.5
973.49,15368.5
974.11,15368.5
974.73,15368.4
975.35,15368.4
975.97,15368.4
976.59,15368.4
977.21,15368.4
977.83,15368.3
978.45,15368.3
979.07,15368.3
979.69,15368.3
980.31,15368.3
980.93,15368.2
981.54,15368.2
982.16,15368.2
982.78,15368.2
983.4,15368.2
984.01,15368.2
984.63,15368.2
985.25,15368.2
985.86,15368.1
986.48,15368.1
987.09,15368.1
987.71,15368.1
988.33,15368.1
988.94,15368.1
989.56,15368
990.17,15368
990.78,15368
991.4,15368
992.01,15367.9
992.63,15367.9
993.24,15367.9
993.85,15367.9
994.46,15367.9
995.08,15367.8
995.69,15367.8
996.3,15367.8
996.91,15367.8
997.52,15367.8
998.14,15367.8
998.75,15367.8
999.36,15367.8
999.97,15367.8
1000.58,15367.8
1001.19,15367.7
1001.8,15367.7
1002.41,15367.7
1003.02,15367.7
1003.63,15367.7
1004.24,15367.7
1004.84,15367.6
1005.45,15367.6
1006.06,15367.6
1006.67,15367.6
1007.28,15367.5
1007.88,15367.5
1008.49,15367.5
1009.1,15367.5
1009.7,15367.5
1010.31,15367.4
1010.92,15367.4
1011.52,15367.4
1012.13,15367.4
1012.73,15367.4
1013.34,15367.4
1013.94,15367.4
1014.55,15367.4
1015.15,15367.4
1015.76,15367.4
1016.36,15367.3
1016.96,15367.3
1017.57,15367.3
1018.17,15367.3
1018.77,15367.3
1019.38,15367.3
1019.98,15367.2
1020.58,15367.2
1021.18,15367.2
1021.79,15367.2
1022.39,15367.2
1022.99,15367.1
1023.59,15367.1
1024.19,15367.1
1024.79,15367.1
1025.39,15367.1
1025.99,15367
1026.59,15367
1027.19,15367
1027.79,15367
1028.39,15367
1028.99,15367
1029.59,15367
1030.19,15367
1030.78,15367
1031.38,15366.9
1031.98,15366.9
1032.58,15366.9
1033.17,15366.9
1033.77,15366.9
1034.37,15366.9
1034.96,15366.9
1035.56,15366.9
1036.16,15366.8
1036.75,15366.8
1037.35,15366.8
1037.94,15366.8
1038.54,15366.7
1039.13,15366.7
1039.73,15366.7
1040.32,15366.7
1040.92,15366.7
1041.51,15366.6
1042.1,15366.6
1042.7,15366.6
1043.29,15366.6
1043.88,15366.6
1044.48,15366.6
1045.07,15366.6
1045.66,15366.6
1046.25,15366.5
1046.84,15366.5
1047.44,15366.5
1048.03,15366.5
1048.62,15366.5
1049.21,15366.5
1049.8,15366.5
1050.39,15366.5
1050.98,15366.5
1051.57,15366.5
1052.16,15366.4
1052.75,15366.4
1053.34,15366.4
1053.93,15366.4
1054.52,15366.4
1055.1,15366.3
1055.69,15366.3
1056.28,15366.3
1056.87,15366.3
1057.45,15366.2
1058.04,15366.2
1058.63,15366.2
1059.22,15366.2
1059.8,15366.2
1060.39,15366.2
1060.97,15366.1
1061.56,15366.1
1062.15,15366.1
1062.73,15366.1
1063.32,15366.1
1063.9,15366.1
1064.49,15366.1
1065.07,15366.1
1065.65,15366.1
1066.24,15366.1
1066.82,15366.1
1067.41,15366
1067.99,15366
1068.57,15366
1069.16,15366
1069.74,15366
1070.32,15366
1070.9,15366
1071.48,15365.9
1072.07,15365.9
1072.65,15365.9
1073.23,15365.9
1073.81,15365.9
1074.39,15365.8
1074.97,15365.8
1075.55,15365.8
1076.13,15365.8
1076.71,15365.8
1077.29,15365.8
1077.87,15365.7
1078.45,15365.7
1079.03,15365.7
1079.61,15365.7
1080.18,15365.7
1080.76,15365.7
1081.34,15365.7
1081.92,15365.7
1082.49,15365.7
1083.07,15365.7
1083.65,15365.6
1084.23,15365.6
1084.8,15365.6
1085.38,15365.6
1085.95,15365.6
1086.53,15365.6
1087.11,15365.6
1087.68,15365.5
1088.26,15365.5
1088.83,15365.5
1089.41,15365.5
1089.98,15365.5
1090.55,15365.5
1091.13,15365.4
1091.7,15365.4
1092.28,15365.4
1092.85,15365.4
1093.42,15365.4
1093.99,15365.4
1094.57,15365.3
1095.14,15365.3
1095.71,15365.3
1096.28,15365.3
1096.86,15365.3
1097.43,15365.3
1098,15365.3
1098.57,15365.3
1099.14,15365.3
1099.71,15365.2
1100.28,15365.2
1100.85,15365.2
1101.42,15365.2
1101.99,15365.2
1102.56,15365.2
1103.13,15365.2
1103.7,15365.2
1104.27,15365.1
1104.83,15365.1
1105.4,15365.1
1105.97,15365.1
1106.54,15365.1
1107.11,15365.1
1107.67,15365
1108.24,15365
1108.81,15365
1109.37,15365
1109.94,15365
1110.51,15365
1111.07,15365
1111.64,15364.9
1112.2,15364.9
1112.77,15364.9
1113.33,15364.9
1113.9,15364.9
1114.46,15364.9
1115.03,15364.9
1115.59,15364.9
1116.16,15364.9
1116.72,15364.9
1117.28,15364.8
1117.85,15364.8
1118.41,15364.8
1118.97,15364.8
1119.53,15364.8
1120.1,15364.8
1120.66,15364.7
1121.22,15364.7
1121.78,15364.7
1122.34,15364.7
1122.91,15364.7
1123.47,15364.7
1124.03,15364.6
1124.59,15364.6
1125.15,15364.6
1125.71,15364.6
1126.27,15364.6
1126.83,15364.6
1127.39,15364.6
1127.95,15364.5
1128.51,15364.5
1129.06,15364.5
1129.62,15364.5
1130.18,15364.5
1130.74,15364.5
1131.3,15364.5
1131.85,15364.5
1132.41,15364.5
1132.97,15364.5
1133.53,15364.5
1134.08,15364.5
1134.64,15364.5
1135.2,15364.4
1135.75,15364.4
1136.31,15364.4
1136.86,15364.4
1137.42,15364.4
1137.97,15364.4
1138.53,15364.4
1139.08,15364.3
1139.64,15364.3
1140.19,15364.3
1140.75,15364.3
1141.3,15364.3
1141.85,15364.2
1142.41,15364.2
1142.96,15364.2
1143.51,15364.2
1144.07,15364.2
1144.62,15364.1
1145.17,15364.1
1145.72,15364.1
1146.27,15364.1
1146.83,15364.1
1147.38,15364.1
1147.93,15364.1
1148.48,15364.1
1149.03,15364.1
1149.58,15364.1
1150.13,15364.1
1150.68,15364.1
1151.23,15364.1
1151.78,15364.1
1152.33,15364.1
1152.88,15364.1
1153.43,15364
1153.98,15364
1154.52,15364
1155.07,15364
1155.62,15364
1156.17,15364
1156.72,15364
1157.26,15364
1157.81,15363.9
1158.36,15363.9
1158.91,15363.9
1159.45,15363.9
1160,15363.9
1160.54,15363.8
1161.09,15363.8
1161.64,15363.8
1162.18,15363.8
1162.73,15363.7
1163.27,15363.7
1163.82,15363.7
1164.36,15363.7
1164.91,15363.7
1165.45,15363.6
1165.99,15363.6
1166.54,15363.6
1167.08,15363.6
1167.62,15363.6
1168.17,15363.6
1168.71,15363.6
