x(mm),Q (W/m2)
623.605,303641
624.747,303553
625.888,303465
627.029,303377
628.169,303289
629.308,303202
630.447,303116
631.584,303030
632.722,302945
633.858,302860
634.994,302775
636.129,302690
637.264,302605
638.397,302520
639.531,302435
640.663,302349
641.795,302265
642.926,302181
644.056,302098
645.186,302015
646.315,301933
647.443,301851
648.571,301769
649.698,301686
650.824,301604
651.95,301521
653.075,301438
654.199,301356
655.323,301274
656.445,301193
657.568,301112
658.689,301032
659.81,300953
660.93,300873
662.05,300793
663.169,300714
664.287,300634
665.405,300554
666.521,300474
667.638,300394
668.753,300314
669.868,300235
670.982,300157
672.096,300080
673.208,300002
674.321,299925
675.432,299848
676.543,299771
677.653,299694
678.762,299616
679.871,299539
680.979,299461
682.087,299384
683.194,299308
684.3,299232
685.405,299156
686.51,299081
687.614,299007
688.718,298932
689.821,298858
690.923,298783
692.024,298708
693.125,298634
694.225,298559
695.325,298484
696.424,298409
697.522,298335
698.619,298261
699.716,298188
700.812,298116
701.908,298043
703.003,297971
704.097,297899
705.191,297827
706.283,297754
707.376,297682
708.467,297609
709.558,297536
710.649,297464
711.738,297392
712.827,297320
713.915,297249
715.003,297179
716.09,297109
717.176,297039
718.262,296969
719.347,296900
720.432,296830
721.515,296760
722.598,296690
723.681,296620
724.763,296550
725.844,296480
726.924,296410
728.004,296341
729.083,296273
730.162,296205
731.24,296137
732.317,296069
733.393,296002
734.469,295935
735.545,295867
736.619,295799
737.693,295732
738.767,295664
739.839,295596
740.911,295528
741.983,295461
743.053,295394
744.124,295327
745.193,295262
746.262,295196
747.33,295131
748.398,295066
749.464,295001
750.531,294936
751.596,294871
752.661,294805
753.726,294740
754.789,294674
755.852,294609
756.915,294543
757.977,294478
759.038,294413
760.098,294349
761.158,294285
762.217,294222
763.276,294159
764.334,294096
765.391,294033
766.448,293970
767.504,293907
768.559,293844
769.614,293780
770.668,293717
771.722,293654
772.775,293590
773.827,293527
774.878,293465
775.929,293402
776.98,293341
778.029,293279
779.078,293218
780.127,293157
781.175,293097
782.222,293036
783.268,292976
784.314,292915
785.359,292854
786.404,292793
787.448,292732
788.492,292671
789.534,292610
790.577,292549
791.618,292489
792.659,292429
793.699,292369
794.739,292310
795.778,292251
796.816,292192
797.854,292134
798.891,292075
799.928,292017
800.963,291958
801.999,291899
803.033,291841
804.067,291782
805.101,291723
806.133,291664
807.166,291605
808.197,291546
809.228,291488
810.258,291430
811.288,291372
812.317,291315
813.346,291258
814.373,291202
815.401,291145
816.427,291089
817.453,291033
818.478,290976
819.503,290920
820.527,290863
821.551,290806
822.574,290749
823.596,290693
824.617,290636
825.639,290579
826.659,290523
827.679,290467
828.698,290412
829.716,290356
830.734,290301
831.752,290247
832.768,290192
833.785,290138
834.8,290083
835.815,290029
836.829,289975
837.843,289920
838.856,289865
839.868,289811
840.88,289756
841.892,289701
842.902,289647
843.912,289592
844.922,289538
845.93,289484
846.939,289431
847.946,289378
848.953,289325
849.96,289272
850.965,289220
851.971,289167
852.975,289115
853.979,289063
854.982,289010
855.985,288957
856.987,288905
857.989,288852
858.99,288799
859.99,288747
860.99,288694
861.99,288642
862.99,288589
863.99,288537
864.98,288486
865.98,288434
866.98,288383
867.97,288332
868.97,288281
869.96,288231
870.95,288180
871.95,288130
872.94,288079
873.93,288029
874.92,287978
875.91,287927
876.9,287876
877.89,287826
878.88,287775
879.87,287724
880.86,287674
881.85,287623
882.83,287573
883.82,287523
884.8,287474
885.79,287424
886.77,287375
887.76,287326
888.74,287278
889.72,287229
890.7,287181
891.68,287132
892.67,287083
893.65,287035
894.63,286986
895.6,286937
896.58,286888
897.56,286839
898.54,286791
899.51,286742
900.49,286693
901.47,286645
902.44,286597
903.41,286549
904.39,286501
905.36,286453
906.33,286406
907.3,286359
908.28,286313
909.25,286266
910.22,286219
911.19,286173
912.16,286126
913.12,286079
914.09,286032
915.06,285985
916.03,285938
916.99,285891
917.96,285844
918.92,285797
919.89,285750
920.85,285703
921.81,285656
922.78,285610
923.74,285564
924.7,285518
925.66,285472
926.62,285427
927.58,285382
928.54,285337
929.5,285292
930.45,285248
931.41,285203
932.37,285158
933.32,285114
934.28,285069
935.24,285024
936.19,284978
937.14,284933
938.1,284888
939.05,284842
940,284797
940.95,284752
941.9,284707
942.85,284662
943.8,284617
944.75,284573
945.7,284528
946.65,284485
947.6,284441
948.55,284398
949.49,284355
950.44,284312
951.38,284269
952.33,284227
953.27,284184
954.22,284141
955.16,284098
956.1,284055
957.04,284012
957.98,283969
958.92,283925
959.87,283882
960.8,283838
961.74,283795
962.68,283751
963.62,283708
964.56,283664
965.49,283621
966.43,283578
967.37,283536
968.3,283494
969.24,283452
970.17,283410
971.1,283369
972.04,283327
972.97,283286
973.9,283245
974.83,283204
975.76,283163
976.69,283122
977.62,283081
978.55,283040
979.48,282999
980.41,282958
981.33,282916
982.26,282874
983.19,282833
984.11,282791
985.04,282749
985.96,282708
986.89,282666
987.81,282625
988.73,282584
989.65,282543
990.58,282502
991.5,282462
992.42,282421
993.34,282382
994.26,282342
995.18,282302
996.09,282263
997.01,282224
997.93,282184
998.85,282145
999.76,282106
1000.68,282067
1001.59,282027
1002.51,281988
1003.42,281948
1004.33,281909
1005.25,281869
1006.16,281830
1007.07,281790
1007.98,281750
1008.89,281711
1009.8,281671
1010.71,281631
1011.62,281592
1012.53,281553
1013.44,281514
1014.35,281475
1015.25,281436
1016.16,281397
1017.06,281359
1017.97,281321
1018.87,281283
1019.78,281245
1020.68,281207
1021.59,281169
1022.49,281131
1023.39,281093
1024.29,281055
1025.19,281017
1026.09,280979
1026.99,280942
1027.89,280904
1028.79,280866
1029.69,280829
1030.59,280791
1031.48,280753
1032.38,280716
1033.28,280678
1034.17,280641
1035.07,280603
1035.96,280566
1036.85,280529
1037.75,280492
1038.64,280455
1039.53,280418
1040.42,280381
1041.31,280344
1042.21,280307
1043.1,280271
1043.99,280234
1044.87,280197
1045.76,280160
1046.65,280124
1047.54,280087
1048.42,280050
1049.31,280014
1050.2,279978
1051.08,279941
1051.97,279905
1052.85,279869
1053.73,279833
1054.62,279797
1055.5,279762
1056.38,279726
1057.26,279690
1058.15,279655
1059.03,279619
1059.91,279584
1060.78,279549
1061.66,279514
1062.54,279479
1063.42,279444
1064.3,279409
1065.17,279374
1066.05,279339
1066.93,279304
1067.8,279268
1068.68,279233
1069.55,279198
1070.42,279162
1071.3,279127
1072.17,279091
1073.04,279056
1073.91,279020
1074.78,278985
1075.65,278949
1076.52,278914
1077.39,278879
1078.26,278844
1079.13,278810
1080,278775
1080.87,278741
1081.73,278707
1082.6,278673
1083.46,278640
1084.33,278606
1085.19,278573
1086.06,278540
1086.92,278507
1087.79,278475
1088.65,278442
1089.51,278409
1090.37,278377
1091.23,278344
1092.09,278311
1092.95,278278
1093.81,278244
1094.67,278211
1095.53,278177
1096.39,278143
1097.25,278109
1098.1,278075
1098.96,278041
1099.82,278006
1100.67,277972
1101.53,277938
1102.38,277904
1103.23,277869
1104.09,277835
1104.94,277802
1105.79,277768
1106.64,277735
1107.5,277701
1108.35,277669
1109.2,277636
1110.05,277604
1110.9,277572
1111.74,277541
1112.59,277509
1113.44,277478
1114.29,277448
1115.13,277417
1115.98,277386
1116.83,277356
1117.67,277325
1118.52,277294
1119.36,277264
1120.2,277233
1121.05,277201
1121.89,277170
1122.73,277138
1123.57,277106
1124.41,277074
1125.25,277042
1126.09,277009
1126.93,276977
1127.77,276944
1128.61,276911
1129.45,276878
1130.29,276845
1131.12,276812
1131.96,276779
1132.8,276746
1133.63,276714
1134.47,276681
1135.3,276649
1136.14,276617
1136.97,276586
1137.8,276555
1138.64,276524
1139.47,276494
1140.3,276464
1141.13,276434
1141.96,276405
1142.79,276376
1143.62,276347
1144.45,276318
1145.28,276289
1146.11,276261
1146.93,276232
1147.76,276203
1148.59,276174
1149.41,276145
1150.24,276116
1151.06,276087
1151.89,276057
1152.71,276027
1153.54,275997
1154.36,275966
1155.18,275936
1156,275905
1156.82,275874
1157.65,275843
1158.47,275811
1159.29,275780
1160.11,275748
1160.92,275717
1161.74,275685
1162.56,275654
1163.38,275623
1164.2,275592
1165.01,275561
1165.83,275530
1166.64,275500
1167.46,275470
1168.27,275440
1169.09,275411
1169.9,275382
1170.72,275353
1171.53,275325
1172.34,275297
1173.15,275269
1173.96,275241
1174.77,275214
1175.58,275187
1176.39,275159
1177.2,275132
1178.01,275105
1178.82,275078
1179.63,275051
1180.44,275024
1181.24,274997
1182.05,274969
1182.86,274941
1183.66,274914
1184.47,274886
1185.27,274858
1186.07,274829
1186.88,274801
1187.68,274772
1188.48,274743
1189.28,274713
1190.09,274684
1190.89,274654
1191.69,274625
1192.49,274595
1193.29,274565
1194.09,274536
1194.89,274506
1195.68,274477
1196.48,274447
1197.28,274418
1198.08,274389
1198.87,274360
1199.67,274331
1200.46,274302
1201.26,274274
1202.05,274246
1202.85,274218
1203.64,274191
1204.43,274164
1205.22,274137
1206.02,274110
1206.81,274084
1207.6,274058
1208.39,274032
1209.18,274006
1209.97,273980
1210.76,273955
1211.55,273929
1212.33,273904
1213.12,273879
1213.91,273854
1214.7,273828
1215.48,273803
1216.27,273777
1217.05,273752
1217.84,273726
1218.62,273700
1219.41,273674
1220.19,273647
1220.97,273621
1221.76,273594
1222.54,273567
1223.32,273539
1224.1,273512
1224.88,273484
1225.66,273457
1226.44,273429
1227.22,273401
1228,273373
1228.78,273344
1229.55,273316
1230.33,273288
1231.11,273260
1231.88,273231
1232.66,273203
1233.44,273175
1234.21,273148
1234.99,273120
1235.76,273093
1236.53,273066
1237.31,273039
1238.08,273012
1238.85,272986
1239.62,272960
1240.39,272935
1241.16,272910
1241.94,272885
1242.71,272860
1243.47,272836
1244.24,272812
1245.01,272789
1245.78,272765
1246.55,272742
1247.31,272719
1248.08,272695
1248.85,272672
1249.61,272649
1250.38,272626
1251.14,272603
1251.91,272580
1252.67,272557
1253.43,272533
1254.2,272510
1254.96,272486
1255.72,272462
1256.48,272437
1257.24,272413
1258.01,272388
1258.77,272362
1259.53,272337
1260.28,272311
1261.04,272284
1261.8,272258
1262.56,272231
1263.32,272204
1264.07,272177
1264.83,272149
1265.59,272122
1266.34,272094
1267.1,272067
1267.85,272039
1268.61,272012
1269.36,271984
1270.11,271957
1270.87,271930
1271.62,271904
1272.37,271877
1273.12,271851
1273.87,271826
1274.62,271801
1275.37,271776
1276.12,271752
1276.87,271728
1277.62,271704
1278.37,271681
1279.12,271657
1279.87,271635
1280.61,271613
1281.36,271591
1282.11,271570
1282.85,271548
1283.6,271528
1284.34,271507
1285.09,271486
1285.83,271466
1286.57,271446
1287.32,271425
1288.06,271405
1288.8,271384
1289.54,271363
1290.28,271342
1291.02,271321
1291.76,271299
1292.5,271277
1293.24,271255
1293.98,271232
1294.72,271209
1295.46,271185
1296.2,271161
1296.93,271136
1297.67,271111
1298.41,271086
1299.14,271060
1299.88,271034
1300.61,271008
1301.35,270981
1302.08,270955
1302.82,270928
1303.55,270901
1304.28,270874
1305.01,270847
1305.75,270820
1306.48,270793
1307.21,270767
1307.94,270740
1308.67,270714
1309.4,270689
1310.13,270663
1310.86,270638
1311.58,270615
1312.31,270591
1313.04,270566
1313.77,270542
1314.49,270520
1315.22,270498
1315.95,270477
1316.67,270456
1317.4,270435
1318.12,270415
1318.84,270396
1319.57,270377
1320.29,270358
1321.01,270340
1321.74,270321
1322.46,270303
1323.18,270285
1323.9,270267
1324.62,270250
1325.34,270232
1326.06,270214
1326.78,270195
1327.5,270177
1328.22,270158
1328.93,270139
1329.65,270120
1330.37,270100
1331.09,270080
1331.8,270059
1332.52,270038
1333.23,270016
1333.95,269994
1334.66,269972
1335.38,269948
1336.09,269925
1336.8,269901
1337.52,269877
1338.23,269852
1338.94,269827
1339.65,269801
1340.36,269776
1341.07,269750
1341.78,269724
1342.49,269698
1343.2,269671
1343.91,269646
1344.62,269621
1345.33,269596
1346.04,269570
1346.74,269544
1347.45,269519
1348.16,269494
1348.86,269469
1349.57,269445
1350.27,269421
1350.98,269398
1351.68,269376
1352.39,269354
1353.09,269332
1353.79,269311
1354.49,269291
1355.2,269271
1355.9,269251
1356.6,269233
1357.3,269214
1358,269196
1358.7,269179
1359.4,269162
1360.1,269145
1360.8,269129
1361.5,269112
1362.19,269096
1362.89,269081
1363.59,269065
1364.29,269049
1364.98,269033
1365.68,269018
1366.37,269002
1367.07,268985
1367.76,268969
1368.46,268952
1369.15,268935
1369.84,268918
1370.54,268900
1371.23,268882
1371.92,268863
1372.61,268844
1373.3,268825
1373.99,268804
1374.68,268784
1375.37,268762
1376.06,268741
1376.75,268718
1377.44,268696
1378.13,268673
1378.82,268649
1379.51,268625
1380.19,268601
1380.88,268576
1381.57,268551
1382.25,268526
1382.94,268500
1383.62,268475
1384.31,268450
1384.99,268424
1385.67,268399
1386.36,268374
1387.04,268349
1387.72,268324
1388.41,268299
1389.09,268275
1389.77,268251
1390.45,268228
1391.13,268205
1391.81,268182
1392.49,268160
1393.17,268138
1393.85,268117
1394.53,268097
1395.2,268077
1395.88,268058
1396.56,268039
1397.24,268021
1397.91,268003
1398.59,267986
1399.26,267969
1399.94,267953
1400.61,267938
1401.29,267922
1401.96,267907
1402.63,267893
1403.31,267879
1403.98,267865
1404.65,267851
1405.32,267838
1406,267824
1406.67,267811
1407.34,267797
1408.01,267784
1408.68,267770
1409.35,267756
1410.02,267742
1410.69,267728
1411.35,267713
1412.02,267698
1412.69,267682
1413.36,267666
1414.02,267650
1414.69,267633
1415.36,267616
1416.02,267598
1416.69,267579
1417.35,267560
1418.01,267541
1418.68,267521
1419.34,267500
1420.01,267479
1420.67,267457
1421.33,267435
1421.99,267413
1422.65,267390
1423.31,267366
1423.98,267343
1424.64,267319
1425.3,267295
1425.95,267270
1426.61,267245
1427.27,267221
1427.93,267196
1428.59,267171
1429.25,267146
1429.9,267121
1430.56,267097
1431.22,267072
1431.87,267048
1432.53,267024
1433.18,267001
1433.84,266978
1434.49,266955
1435.15,266933
1435.8,266911
1436.45,266890
1437.11,266870
1437.76,266850
1438.41,266830
1439.06,266812
1439.71,266794
1440.36,266776
1441.01,266759
1441.66,266743
1442.31,266728
1442.96,266713
1443.61,266698
1444.26,266684
1444.91,266671
1445.56,266658
1446.2,266646
1446.85,266634
1447.5,266622
1448.14,266610
1448.79,266599
1449.43,266588
1450.08,266577
1450.72,266566
1451.37,266556
1452.01,266545
1452.65,266534
1452.65,266534
1453.3,266523
1453.94,266511
1454.58,266500
1455.22,266488
1455.87,266476
1456.51,266464
1457.15,266451
1457.79,266437
1458.43,266424
1459.07,266409
1459.71,266394
1460.35,266379
1460.98,266363
1461.62,266346
1462.26,266329
1462.9,266311
1463.53,266292
1464.17,266273
1464.81,266253
1465.44,266233
1466.08,266212
1466.71,266190
1467.35,266168
1467.98,266145
1468.62,266122
1469.25,266099
1469.88,266075
1470.51,266051
1471.15,266026
1471.78,266002
1472.41,265977
1473.04,265952
1473.67,265927
1474.3,265902
1474.93,265877
1475.56,265852
1476.19,265827
1476.82,265803
1477.45,265779
1478.08,265755
1478.7,265732
1479.33,265709
1479.96,265686
1480.58,265664
1481.21,265643
1481.84,265622
1482.46,265602
1483.09,265583
1483.71,265564
1484.34,265546
1484.96,265528
1485.58,265512
1486.21,265496
1486.83,265480
1487.45,265466
1488.07,265452
1488.7,265439
1489.32,265426
1489.94,265414
1490.56,265403
1491.18,265392
1491.8,265382
1492.42,265372
1493.04,265363
1493.66,265354
1494.27,265345
1494.89,265337
1495.51,265329
1496.13,265321
1496.74,265314
1497.36,265306
1497.98,265298
1498.59,265291
1499.21,265283
1499.82,265275
1500.44,265267
1501.05,265259
1501.67,265250
1502.28,265241
1502.89,265232
1503.51,265221
1504.12,265211
1504.73,265200
1505.34,265188
1505.95,265176
1506.56,265162
1507.17,265149
1507.78,265134
1508.39,265119
1509,265103
1509.61,265086
1510.22,265069
1510.83,265051
1511.44,265032
1512.05,265012
1512.65,264992
1513.26,264971
1513.87,264950
1514.47,264928
1515.08,264905
1515.68,264882
1516.29,264859
1516.89,264835
1517.5,264811
1518.1,264786
1518.71,264761
1519.31,264736
1519.91,264711
1520.51,264686
1521.12,264660
1521.72,264635
1522.32,264610
1522.92,264585
1523.52,264560
1524.12,264535
1524.72,264511
1525.32,264487
1525.92,264463
1526.52,264440
1527.12,264417
1527.72,264395
1528.31,264374
1528.91,264353
1529.51,264333
1530.11,264313
1530.7,264294
1531.3,264276
1531.89,264259
1532.49,264242
1533.08,264227
1533.68,264212
1534.27,264198
1534.87,264184
1535.46,264172
1536.05,264160
1536.65,264149
1537.24,264139
1537.83,264129
1538.42,264120
1539.01,264112
1539.61,264104
1540.2,264097
1540.79,264090
1541.38,264084
1541.97,264078
1542.56,264073
1543.14,264068
1543.73,264063
1544.32,264058
1544.91,264054
1545.5,264049
1546.08,264045
1546.67,264040
1547.26,264036
1547.84,264031
1548.43,264026
1549.01,264020
1549.6,264015
1550.18,264009
1550.77,264002
1551.35,263995
1551.94,263988
1552.52,263979
1553.1,263971
1553.68,263961
1554.27,263952
1554.85,263941
1555.43,263929
1556.01,263917
1556.59,263904
1557.17,263891
1557.75,263876
1558.33,263861
1558.91,263845
1559.49,263829
1560.07,263811
1560.65,263793
1561.23,263774
1561.8,263754
1562.38,263734
1562.96,263713
1563.53,263692
1564.11,263670
1564.69,263647
1565.26,263624
1565.84,263600
1566.41,263576
1566.99,263551
1567.56,263527
1568.14,263502
1568.71,263476
1569.28,263451
1569.86,263425
1570.43,263400
1571,263374
1571.57,263349
1572.14,263323
1572.71,263298
1573.28,263273
1573.86,263248
1574.43,263224
1575,263200
1575.56,263176
1576.13,263153
1576.7,263130
1577.27,263108
1577.84,263087
1578.41,263066
1578.97,263046
1579.54,263027
1580.11,263008
1580.67,262990
1581.24,262973
1581.81,262957
1582.37,262941
1582.94,262927
1583.5,262913
1584.06,262900
1584.63,262887
1585.19,262876
1585.75,262865
1586.32,262855
1586.88,262846
1587.44,262838
1588,262830
1588.57,262823
1589.13,262817
1589.69,262811
1590.25,262806
1590.81,262801
1591.37,262797
1591.93,262793
1592.49,262790
1593.05,262787
1593.61,262785
1594.16,262783
1594.72,262781
1595.28,262779
1595.84,262777
1596.39,262775
1596.95,262774
1597.51,262772
1598.06,262770
1598.62,262768
1599.17,262766
1599.73,262763
1600.28,262760
1600.84,262757
1601.39,262753
1601.94,262749
1602.5,262745
1603.05,262740
1603.6,262734
1604.15,262728
1604.71,262721
1605.26,262713
1605.81,262705
1606.36,262696
1606.91,262686
1607.46,262676
1608.01,262664
1608.56,262652
1609.11,262639
1609.66,262626
1610.21,262611
1610.75,262596
1611.3,262580
1611.85,262563
1612.4,262545
1612.94,262527
1613.49,262508
1614.04,262488
1614.58,262467
1615.13,262446
1615.67,262425
1616.22,262402
1616.76,262379
1617.31,262356
1617.85,262332
1618.39,262308
1618.94,262284
1619.48,262259
1620.02,262234
1620.57,262209
1621.11,262183
1621.65,262158
1622.19,262132
1622.73,262106
1623.27,262081
1623.81,262055
1624.35,262030
1624.89,262004
1625.43,261979
1625.97,261954
1626.51,261930
1627.05,261906
1627.59,261882
1628.12,261858
1628.66,261835
1629.2,261813
1629.73,261791
1630.27,261770
1630.81,261749
1631.34,261729
1631.88,261710
1632.41,261691
1632.95,261674
1633.48,261657
1634.02,261640
1634.55,261625
1635.08,261610
1635.62,261596
1636.15,261584
1636.68,261571
1637.22,261560
1637.75,261550
1638.28,261540
1638.81,261531
1639.34,261523
1639.87,261516
1640.4,261509
1640.93,261504
1641.46,261499
1641.99,261494
1642.52,261491
1643.05,261488
1643.58,261485
1644.11,261483
1644.63,261482
1645.16,261481
1645.69,261481
1646.21,261481
1646.74,261481
1647.27,261482
1647.79,261483
1648.32,261484
1648.84,261485
1649.37,261486
1649.89,261488
1650.42,261489
1650.94,261491
1651.47,261492
1651.99,261493
1652.51,261494
1653.03,261494
1653.56,261495
1654.08,261495
1654.6,261494
1655.12,261493
1655.64,261492
1656.16,261490
1656.69,261488
1657.21,261485
1657.73,261481
1658.24,261477
1658.76,261472
1659.28,261466
1659.8,261460
1660.32,261453
1660.84,261445
1661.36,261436
1661.87,261427
1662.39,261416
1662.91,261405
1663.42,261394
1663.94,261381
1664.46,261368
1664.97,261353
1665.49,261338
1666,261322
1666.52,261306
1667.03,261288
1667.54,261270
1668.06,261251
1668.57,261231
1669.08,261211
1669.6,261190
1670.11,261169
1670.62,261146
1671.13,261124
1671.65,261100
1672.16,261077
1672.67,261052
1673.18,261028
1673.69,261003
1674.2,260977
1674.71,260952
1675.22,260926
1675.73,260900
1676.24,260873
1676.74,260847
1677.25,260821
1677.76,260794
1678.27,260768
1678.77,260741
1679.28,260715
1679.79,260689
1680.29,260663
1680.8,260638
1681.31,260612
1681.81,260587
1682.32,260563
1682.82,260539
1683.33,260515
1683.83,260492
1684.33,260469
1684.84,260447
1685.34,260426
1685.84,260405
1686.35,260385
1686.85,260366
1687.35,260347
1687.85,260329
1688.35,260312
1688.86,260296
1689.36,260280
1689.86,260266
1690.36,260252
1690.86,260239
1691.36,260227
1691.86,260216
1692.35,260205
1692.85,260196
1693.35,260187
